Open,High,Low,Close,Adj Close,Volume
13.901786,13.969286,13.725714,13.741786,11.713745,349210400
13.713571,13.735,13.410714,13.478929,11.48968,479900400
13.532857,13.571071,13.388571,13.390714,11.414483,371938000
13.228571,13.274286,13.068214,13.178929,11.233955,447980400
13.250714,13.4975,13.247857,13.446786,11.462279,409021200
13.375357,13.422857,13.102857,13.106786,11.172459,428271200
13.157857,13.255357,12.975714,12.984643,11.068341,254760800
13.298214,13.454286,13.226071,13.432857,11.450407,346413200
13.422857,13.529643,13.221429,13.328571,11.361512,375855200
13.6175,13.652857,13.510714,13.65,11.635505,405938400
13.662143,13.892857,13.598214,13.854643,11.809946,387181200
13.9225,14.058214,13.877857,13.917857,11.863831,379055600
14.053214,14.1575,13.9425,14.036071,11.964598,357210000
14.018214,14.093929,13.906429,13.9625,11.901883,283598000
13.926071,13.962143,13.812857,13.896071,11.845259,304746400
13.980357,14.125,13.936786,13.952143,11.893057,376356400
14.030357,14.072857,13.965357,14.057857,11.983168,296993200
13.988571,14.067857,13.908929,13.994286,11.928978,301067200
14.035714,14.121429,13.825,13.886071,11.83674,338928800
13.810714,13.835,13.488571,13.578214,11.574311,406887600
13.690357,13.705,13.511071,13.533571,11.536258,256200000
13.584286,13.719643,13.556071,13.607857,11.599578,421478400
13.659643,13.744643,13.588571,13.650357,11.635809,235530400
13.848571,14.146429,13.830714,14.141071,12.0541,337215200
14.1675,14.189286,14.000357,14.158929,12.069324,262948000
14.178571,14.254643,14.146429,14.233929,12.133253,202358800
14.274643,14.413929,14.2675,14.404643,12.278771,269399200
14.396429,14.610357,14.393571,14.518929,12.376191,265076000
14.531786,14.580357,14.333571,14.38,12.257771,228662000
14.407143,14.4875,14.303929,14.468571,12.333267,215978000
14.411071,14.51,14.410357,14.464286,12.329614,179662000
14.621429,14.732143,14.607143,14.686786,12.519278,302220800
14.642857,14.81,14.617143,14.765714,12.586559,260022000
14.819643,14.948214,14.738214,14.929643,12.72629,271269600
14.991786,15.098214,14.972143,15.085714,12.859334,318292800
15.196429,15.276786,15.048214,15.061786,12.838935,394024400
15.211071,15.214286,15.053571,15.115714,12.884905,258196400
15.095714,15.101786,14.975357,15.091071,12.863897,215084800
15.081429,15.103571,14.955357,15.049643,12.828583,212587200
14.989286,15.016071,14.952143,14.993214,12.780482,226021600
15.15,15.213929,15.105714,15.167857,12.929353,242897200
15.248571,15.338214,15.225,15.325357,13.06361,276791200
15.3625,15.406071,15.2325,15.276786,13.022204,261738400
15.2675,15.267857,14.991071,15.010714,12.7954,413974400
15.095357,15.301786,15.082143,15.264643,13.011855,306062400
15.182143,15.182143,14.983929,15.014643,12.798749,547638000
16.23,16.230356,15.8475,15.952143,13.597894,958314000
16.012857,16.028214,15.826429,15.879643,13.536091,323985200
15.869286,16.017143,15.848929,15.974286,13.616765,299709200
15.918214,16.210714,15.906786,16.178928,13.791209,379341200
16.27107,16.365713,16.18107,16.302856,13.896848,391683600
16.371786,16.3925,16.269644,16.2925,13.888019,270046000
16.282143,16.327499,16.213572,16.254286,13.855446,186796400
16.332144,16.428572,16.27,16.417143,13.994263,286599600
16.370714,16.606428,16.364286,16.570356,14.124869,249412800
16.616072,16.776787,16.592142,16.743929,14.272821,316223600
16.803572,17.028214,16.775,17.024286,14.511808,407890000
17.17,17.741072,17.162857,17.613214,15.013819,884214800
17.534286,17.772142,17.448214,17.622143,15.021433,631302000
17.840357,17.993929,17.753214,17.950001,15.300902,517216000
18.023571,18.19857,17.928572,18.195,15.509749,460398400
18.366428,18.79607,17.746071,17.77393,15.150815,1506120000
17.553572,18.031786,17.379642,17.936071,15.28903,944552000
17.968214,18.134644,17.867857,17.932858,15.28629,535805200
18.102858,18.387501,18.004286,18.387501,15.673832,605595200
18.324286,18.410357,18.18107,18.322857,15.618734,483302400
18.395714,18.493929,18.196428,18.442499,15.720714,568027600
18.559643,18.674999,18.522858,18.657499,15.903981,415072000
18.618214,18.875,18.438572,18.777143,16.005966,547582000
18.855715,19.121786,18.780357,19.121786,16.299749,600387200
19.341429,19.557501,19.132143,19.372856,16.513765,952011200
19.577499,19.57893,19.241785,19.445356,16.575562,683270000
19.437143,19.52857,19.375713,19.470715,16.597183,431712400
19.479286,19.552856,18.785713,19.04143,16.231253,809124400
18.702143,19.060356,18.436428,18.937857,16.142967,810238800
19.171429,19.206429,18.689285,18.953215,16.156057,798520800
19.096071,19.3925,19.004286,19.356787,16.500069,516457200
19.436071,19.562143,19.396786,19.470358,16.596882,418919200
19.606428,19.714287,19.535713,19.714287,16.804813,407282400
19.912144,20.292143,19.848213,20.289286,17.294949,690855200
20.644644,21.24,20.549999,21.056429,17.948872,1418844000
21.414642,21.428928,20.6625,20.912857,17.826494,1159718000
20.882856,21.042856,20.642857,20.913214,17.826797,825487600
21.370358,21.491785,21.0375,21.467857,18.299583,901236000
21.411072,21.674999,21.124287,21.64143,18.44754,816662000
21.526428,21.773214,21.47893,21.517857,18.342209,644042000
21.349285,21.589287,21.268929,21.405001,18.246008,623870800
21.446072,21.492857,21.228571,21.2875,18.145851,430488800
21.42107,21.683929,21.259287,21.677856,18.4786,595742000
21.649286,22.01,21.645,21.945715,18.706917,607129600
22.084999,22.194643,21.796785,22.057858,18.802509,655460400
21.885,22.02,21.686787,21.780714,18.566271,608238400
21.741785,21.805714,21.355,21.4125,18.252396,731038000
21.493929,22.098928,21.442142,22.093929,18.833258,598351600
22.40357,22.57893,22.2325,22.475714,19.158699,834559600
22.298214,22.352142,22.035713,22.296785,19.00617,572980800
22.392143,22.66643,22.264286,22.63143,19.291443,641298000
22.361786,22.851429,22.332144,22.7225,19.369062,597536800
22.854643,23,22.357143,22.444286,19.131907,889725200
22.72143,22.745358,22.262142,22.364286,19.063715,696614800
22.321428,22.547501,22.160713,22.241785,18.959293,614336800
22.289642,22.310715,21.553928,21.615356,18.425316,859644800
21.787857,21.795713,20.651787,20.718929,17.661182,1050786800
20.67643,21.785713,20.425358,21.775,18.561399,1025528000
21.918571,22.151787,21.525356,21.726429,18.519995,954531200
21.436428,21.5975,20.875713,20.98,17.883732,834719200
21.120714,21.236429,20.372143,20.463572,17.443518,1030985200
20.378929,20.595358,19.879286,20.417856,17.404539,966529200
20.093214,20.274643,19.821428,20.01,17.056881,1076149200
21.987143,22.071428,21.642857,21.785713,18.570526,905777600
21.938213,21.953215,21.504642,21.703571,18.500517,536068400
21.609644,21.649286,21.446428,21.535713,18.357426,406722400
21.35,21.371429,20.821428,20.856428,17.778389,506144800
20.889286,21.312857,20.758215,20.790358,17.722076,610999200
20.722857,20.978571,20.673571,20.927856,17.839272,427389200
21.089287,21.121429,20.725,20.779285,17.712633,390549600
20.610001,20.655714,20.184643,20.1875,17.208185,529992400
20.053572,20.456072,20.043928,20.338572,17.33696,460118400
20.342142,20.410713,19.954643,20.292143,17.297384,497252000
20.132143,20.499287,20.030357,20.327856,17.327824,480704000
20.520714,20.567142,20.30143,20.375713,17.36862,333200000
20.178572,20.516787,20.155357,20.239643,17.252636,399546000
20.091785,20.268213,19.914286,19.936428,16.994165,352626400
20.051786,20.115,19.705357,19.756071,16.840431,476336000
19.7875,19.888929,19.322857,19.502857,16.624582,560896000
19.475357,19.553572,18.932858,18.932858,16.138708,717220000
19.07,19.407499,18.649286,18.942142,16.14662,732292400
19.089287,20.055,19.073214,20.045713,17.087326,631106000
20.34107,20.495714,19.735001,19.891787,16.956112,694870400
19.910713,20.457144,19.758215,20.377144,17.369837,584897600
20.566786,20.589287,20.043928,20.190001,17.210318,496230000
20.163929,20.208929,19.945356,20.081785,17.118074,328507200
20.389286,20.5,20.189644,20.438213,17.421902,380508800
20.328571,20.713928,20.234285,20.684643,17.63196,529429600
20.740713,20.767857,20.409286,20.633215,17.588123,491674400
20.327143,20.451786,20.018572,20.035357,17.078497,520987600
20.053572,20.267857,19.589287,20.153214,17.178963,556995600
20.045357,20.231071,19.940357,20.10107,17.134514,388214400
20.2775,20.494642,20.196428,20.409286,17.39724,401455600
20.6175,20.61857,20.375,20.418571,17.405153,379766800
20.414286,20.735001,20.321428,20.725714,17.666965,347516400
20.99,21.017857,20.379642,20.39893,17.388412,591264800
20.51643,20.593571,20.239286,20.577143,17.540325,435380400
20.518572,20.66,20.370714,20.434286,17.418547,293580000
20.401428,20.482143,20.259287,20.411785,17.399374,345573200
20.392857,20.522142,20.34107,20.504642,17.478523,335255200
20.39143,20.996071,20.370358,20.920713,17.833191,440412000
20.835714,21.071428,20.825001,20.97893,17.882818,361404400
21.0075,21.044643,20.742857,20.919287,17.831974,358943200
20.908571,21.007856,20.622856,20.631071,17.586296,326351200
20.68,20.7925,20.550714,20.789286,17.721161,284471600
20.617857,20.707144,20.370358,20.384644,17.376242,304382400
20.404642,20.5175,20.261786,20.429644,17.414593,276536400
20.535713,20.597857,20.425714,20.517857,17.489786,202997200
20.416786,20.5,20.200357,20.323214,17.32387,282836400
20.642857,20.857143,20.508928,20.857143,17.779001,421500800
20.883215,21.195356,20.842857,21.161428,18.038383,400092000
21.245714,21.428572,21.214287,21.407499,18.248133,241712800
21.44857,21.940714,21.416071,21.783571,18.568705,484383200
21.681786,21.73,21.485001,21.638571,18.445108,418930400
21.617857,21.924999,21.575357,21.924643,18.688961,379405600
22.070356,22.138214,21.618214,21.721786,18.516041,511957600
21.647142,21.702143,21.329287,21.586786,18.400961,469322000
21.437143,21.5525,21.167143,21.389286,18.232607,428041600
21.53393,21.685356,21.428572,21.606071,18.417408,311427200
21.611429,21.843571,21.607857,21.675358,18.476461,301260400
21.813929,21.839287,21.541071,21.67643,18.477377,293624800
21.663929,21.726429,21.555714,21.652143,18.456671,252700000
21.831429,21.976786,21.642857,21.940001,18.702045,436861600
21.893929,21.944286,21.560715,21.582144,18.397005,397471200
21.228571,21.639286,20.989643,21.565357,18.382694,487975600
21.692142,21.774286,21.375357,21.46143,18.294107,565132400
20.51643,20.742857,20.357143,20.534643,17.504095,877312800
20.705713,20.728571,20.370001,20.531429,17.501362,406632800
20.536072,20.922501,20.413929,20.898571,17.814316,403936400
21.104286,21.408571,20.99357,21.251072,18.11479,379142400
21.543928,21.84643,21.525715,21.812857,18.593672,462327600
21.996786,22.014286,21.535713,21.671785,18.473421,384501600
21.530001,21.810356,21.4375,21.706785,18.503252,332158400
21.915358,22.070715,21.841429,21.989286,18.744066,344920800
22.04607,22.316786,21.973572,22.233929,18.952599,302103200
22.241785,22.321428,22.072857,22.175358,18.90267,290446800
22.121071,22.281429,22.039286,22.137857,18.870705,244706000
22.066071,22.204643,22.064285,22.168928,18.978327,221642400
22.096786,22.205713,22.09643,22.203571,19.007982,194938800
22.263929,22.5,22.258928,22.5,19.261749,278832400
22.566786,22.807501,22.5075,22.560356,19.313421,340169200
22.546429,22.642857,22.419643,22.529642,19.287127,257342400
22.543215,22.741428,22.517857,22.726429,19.455591,254534000
22.857143,23.149643,22.814644,23.146786,19.815449,442761200
23.214643,23.755358,23.210714,23.755358,20.33643,613384800
23.957857,24.102858,23.22607,23.430714,20.058514,812719600
23.372143,23.892857,23.146786,23.888214,20.450167,565322800
23.789642,23.924999,23.612499,23.665358,20.259384,420128800
23.553928,23.91,23.4125,23.686428,20.277422,437340400
24.285357,24.316786,24.055,24.13143,20.658384,427008400
24.106428,24.146429,23.952499,24.1,20.631479,267416800
24.116072,24.202499,24.021429,24.0525,20.590811,202806800
23.951429,23.983929,23.673214,23.709642,20.297295,302699600
23.830357,23.878571,23.473213,23.758572,20.339182,338321200
23.777143,24.112143,23.732143,24.106071,20.636667,367892000
24.127501,24.155357,23.914286,23.936787,20.491749,336375200
24.041786,24.224644,23.957144,24.1525,20.676416,391196400
24.21607,24.374287,24.134644,24.30143,20.803905,329666400
24.301786,24.403214,23.646429,23.669287,20.262747,487998000
23.753929,23.932142,23.446428,23.592501,20.197016,503983200
23.816071,23.924999,23.428572,23.92107,20.478292,712233200
24.191786,24.482143,24.098928,24.392143,20.881569,598360000
24.64143,24.892143,24.567499,24.688572,21.135336,600474000
24.976786,24.992857,24.807501,24.992144,21.395218,398031200
24.995714,25.083214,24.872143,25.068214,21.460333,373503200
25.009287,25.1425,24.984644,25.075001,21.46615,326874800
24.969999,25.002144,24.772142,24.953571,21.362196,336568400
25.086071,25.18107,24.977142,25.003214,21.404696,571589200
24.530714,24.825714,24.392857,24.67107,21.120354,639766400
24.580713,24.742144,24.035713,24.055,20.592951,518789600
23.883572,24.024643,23.614286,23.75643,20.337345,576503200
23.724644,24.363214,23.583929,24.332857,20.830816,594090000
24.241072,24.325357,23.8125,23.825001,20.396048,535110800
23.969999,24.169643,23.446428,23.549643,20.16032,543594800
23.63607,23.798214,23.237499,23.618214,20.219032,627992400
23.745001,23.995001,23.665358,23.980356,20.529051,424281200
23.973213,24.080357,23.769644,23.814285,20.386887,370725600
23.757143,23.785713,23.26,23.306786,19.952419,594006000
23.102858,23.127144,22.718214,22.791786,19.511538,637994000
22.808929,22.874643,22.269644,22.708929,19.440613,838597200
22.847857,23.035,22.75,22.889643,19.59531,510356000
23.089287,23.114286,22.432142,22.432142,19.203655,546081200
22.484285,22.692142,22.332144,22.489643,19.252878,460014800
22.583929,22.683214,22.280357,22.67,19.407284,432502000
22.691786,23.225,22.535713,23.206785,19.866812,549771600
23.173929,23.313929,23,23.021786,19.708433,389037600
22.842501,22.930714,22.5,22.594286,19.342463,476624400
22.5375,22.563213,21.772142,21.780001,18.64537,744086000
21.872143,22.692142,21.812857,22.643929,19.384962,546730800
22.535713,22.639286,21.84643,21.905714,18.752993,707145600
22.194286,22.376785,21.808571,22.029642,18.859085,558527200
22.142857,22.214287,21.626785,21.769285,18.6362,656325600
21.765356,21.928572,21.107143,21.571428,18.466824,1018432800
21.245714,21.498571,20.989286,21.261429,18.201433,510003200
21.365,21.535713,21.220358,21.305,18.238731,361298000
21.281786,21.319643,20.526787,20.6,17.635201,599373600
20.84,20.991785,20.628571,20.879286,17.874294,529135600
21.079643,21.097857,20.717501,20.816071,17.820168,374917200
20.494286,20.519285,19.848213,19.928572,17.138329,793648800
20.022499,20.079643,19.1175,19.205357,16.516376,1056146000
19.300714,19.817142,19.061428,19.537857,16.80232,929913600
19.791071,19.803572,19.237499,19.386786,16.6724,515802000
19.246786,19.66,19.155714,19.389286,16.674555,532949200
19.482143,19.551786,19.149286,19.174286,16.489655,477170400
19.1975,19.267857,18.665001,18.772142,16.14381,789910800
18.757143,18.928572,18.0625,18.845715,16.207088,1266893600
19.311071,20.267857,19.281429,20.204643,17.37575,823317600
20.425358,20.426786,19.806429,20.032499,17.227703,642754000
20.151787,20.263214,19.878571,20.060715,17.25197,373002000
20.256071,20.428572,20.092857,20.410713,17.552965,272826400
20.567858,21.071428,20.489643,21.054644,18.106741,630579600
21.055357,21.08643,20.717857,20.885,17.960844,533330000
20.616785,20.921429,20.437857,20.819286,17.904331,520864400
21.079287,21.223213,20.901787,21.048571,18.101507,514698800
20.956785,21.014286,20.809999,20.902857,17.9762,391319600
21.201786,21.235357,20.910713,20.935356,18.004154,364280000
20.77857,20.77857,20.433214,20.566071,17.686571,557068400
20.318214,20.330357,19.241785,19.2425,16.548309,1044638000
18.890715,19.76107,18.522499,19.544287,16.807848,1177212400
19.764286,19.828571,18.928572,19.044643,16.378159,787040800
18.75,19.2325,18.627857,18.922144,16.27281,630484400
19.2775,19.627144,19.191786,19.335358,16.628164,592345600
19.563213,19.571428,19.1525,19.25,16.554762,487144000
18.969643,19.201429,18.77857,18.9175,16.268814,625259600
18.383928,18.504642,18.056429,18.206785,15.657612,1009579200
18.176071,18.571428,17.901072,18.529642,15.935271,757607200
18.75,19.103571,18.580357,19.067858,16.398125,625685200
18.981071,19.060715,18.767857,18.796785,16.165003,449369200
18.928572,18.935715,18.531429,18.633215,16.024343,481689600
18.3025,18.559643,18.222857,18.547501,15.950621,596268400
18.583929,18.723213,18.525356,18.577499,15.976419,175753200
18.535713,18.552143,18.254286,18.321428,15.756207,302436400
18.340714,18.4375,18.023571,18.395,15.819472,455120400
18.224644,18.374287,18.147142,18.199642,15.651471,354278400
18.233213,19.121429,18.178572,19.006071,16.34499,659492400
19.779285,19.821428,19.343929,19.608213,16.862825,560518000
19.567142,19.631071,19.321428,19.360714,16.649981,352965200
19.1775,19.236786,18.779642,18.821428,16.186201,594333600
18.642857,18.90357,18.4,18.710714,16.090986,484156400
18.900356,18.996071,18.616072,18.76107,16.134285,458707200
18.660713,18.750357,18.428213,18.467857,15.882133,407604400
18.876785,18.882856,18.411428,18.696787,16.079006,601146000
18.607143,18.761429,18.536428,18.582144,15.980416,350506800
17.952856,18.125,17.803928,17.919643,15.410672,734207600
17.796429,17.821072,17.263571,17.354286,14.924475,876772400
17.665714,18.194286,17.589287,18.074642,15.543972,690804800
18.225357,18.241072,17.929644,17.952856,15.439237,453678400
17.804285,17.936428,17.728571,17.857143,15.356928,472922800
18.02,18.138571,17.736786,18.0275,15.503433,461546400
18.171785,18.3925,18.0275,18.3575,15.78722,861509600
16.428572,16.633215,16.080357,16.089287,13.83659,1460852400
16.131786,16.293928,15.535714,15.71,13.510409,1208026400
15.636786,16.186071,15.566429,16.065357,13.816011,785517600
16.375,16.435715,16.147142,16.366785,14.075235,571158000
16.321428,16.521429,16.232143,16.315357,14.031007,417155200
16.320715,16.402857,16.249287,16.2675,13.989851,319334400
16.396786,16.41,16.012501,16.200714,13.932417,539484400
16.211071,16.283571,15.785714,15.797143,13.585351,477117200
15.858929,16.419287,15.793571,16.351429,14.062029,573347600
16.3025,16.660713,16.16357,16.333929,14.046978,593706400
16.544643,16.785713,16.218571,16.722143,14.464649,704580800
16.928572,17.100357,16.723213,16.963572,14.673488,633158400
17.017857,17.319286,16.901787,17.140356,14.826404,517490400
17.125357,17.227858,16.705,16.710714,14.454766,609053200
16.686071,16.915714,16.543571,16.678928,14.427274,475207600
16.59,16.844286,16.572144,16.663929,14.414294,355275200
16.744642,16.79143,16.425714,16.434286,14.215652,391745200
16.467857,16.526072,16.208929,16.428213,14.210402,435783600
16.346071,16.346071,16.02857,16.030357,13.866256,476302400
15.928571,16.041786,15.815,15.930714,13.780064,447182400
16.044643,16.128571,15.95,16.100357,13.926807,330654800
16.208929,16.254286,15.806071,15.814286,13.679355,372579200
15.850714,16.126429,15.630714,16.034643,13.869962,501499600
16.015356,16.158571,15.7375,15.8775,13.734033,587350400
15.858929,15.995357,15.764286,15.764286,13.636105,322515200
15.642857,15.649286,15.356429,15.373929,13.298448,552448400
15.278571,15.292857,14.964286,15.001786,12.976544,582755600
15.052857,15.5425,15.026786,15.397857,13.319147,638433600
15.518214,15.544643,15.158214,15.202143,13.149854,460250000
15.160714,15.428929,15.037857,15.377857,13.301846,468473600
15.35,15.551071,15.3075,15.418571,13.337065,391482000
15.348214,15.678929,15.183571,15.638214,13.527055,474236000
15.557143,15.674286,15.270357,15.301071,13.235422,465911600
15.301786,15.517857,15.191429,15.298214,13.232953,405549200
15.458214,15.522857,15.373214,15.446429,13.361158,303875600
15.640357,15.865357,15.616071,15.845,13.70592,643960800
15.766071,16.337856,15.757143,16.275715,14.07849,606197200
16.410713,16.463215,16.017857,16.231787,14.04049,526775200
16.33643,16.343929,16.056786,16.145714,13.96604,308660800
16.079287,16.356428,16.075001,16.168928,13.986121,383255600
16.235001,16.503571,16.182501,16.496786,14.269718,395105200
16.596071,16.78393,16.492144,16.556429,14.321306,501135600
16.622856,16.637142,16.4475,16.469286,14.245929,294294000
16.302143,16.314285,16.0975,16.145714,13.96604,331237200
16.065001,16.136429,15.772143,15.809286,13.67503,442839600
15.782143,15.846429,15.276429,15.318214,13.250253,389732000
15.271429,15.647857,15.228571,15.349643,13.27744,529519200
15.406071,15.617143,15.368214,15.428214,13.345404,363216000
15.491429,15.535714,15.1875,15.275714,13.21349,358447600
15.160714,15.176786,14.988571,15.114286,13.073856,383695200
15.173214,15.267857,15.088929,15.221786,13.166842,300829200
15.227143,15.303571,15.098214,15.249286,13.19063,306614000
15.289286,15.609286,15.214643,15.560357,13.459709,375928000
15.49,15.6425,15.4,15.511786,13.417695,328364400
15.505357,15.505357,15.324643,15.35,13.277747,238613200
15.25,15.281786,14.983929,14.994643,12.970361,317520000
15.056071,15.236071,15.020357,15.222857,13.167769,305771200
15.009643,15.021429,14.218214,14.385714,12.44364,945056000
14.463929,14.4925,13.919286,14.001786,12.111545,666299200
13.856071,14.271429,13.753571,13.9475,12.064586,609274400
14.022857,14.364286,13.973929,14.238214,12.316051,429920400
14.428214,14.585,14.243214,14.504643,12.546515,664238400
14.055,14.830357,14.017857,14.480714,12.525816,969651200
14.686786,14.783571,14.535714,14.585,12.616022,384837600
14.636071,14.956071,14.580357,14.9,12.888497,764097600
15.016071,15.486429,15,15.361429,13.287634,640326400
15.539286,15.901786,15.431071,15.813571,13.678738,691538400
15.873571,15.890357,15.513929,15.688929,13.570921,506909200
15.777857,16.02107,15.736786,15.911429,13.763386,421828400
16.118214,16.186787,16.041071,16.070715,13.901166,361300800
16.275356,16.507143,16.225357,16.45393,14.232646,496641600
16.606071,16.633928,16.203571,16.380714,14.169315,483753200
16.394285,16.620358,16.278929,16.565714,14.329339,472598000
16.421785,16.535713,16.270714,16.313213,14.204325,398487600
16.356071,16.418215,16.088572,16.1775,14.086161,334852000
16.125357,16.353571,16.125,16.240713,14.141201,316948800
16.208929,16.257143,15.791071,15.852143,13.802865,447118000
15.684286,15.75,15.084286,15.316071,13.336091,741613600
15.115714,15.6375,14.960714,15.520714,13.51428,603204000
15.680357,15.7175,15.393214,15.473571,13.473229,427904400
15.425357,15.921429,15.360714,15.818929,13.773943,451578400
15.648214,15.91,15.507143,15.702143,13.672254,456022000
15.858929,16.012501,15.650714,15.7625,13.724807,443038400
15.569643,15.934286,15.563929,15.790714,13.749374,353021200
15.744643,15.916429,15.727143,15.898214,13.842978,276166800
16.067858,16.111071,15.744643,15.765714,13.727609,386145200
15.714286,15.982143,15.692857,15.891071,13.83676,330576400
15.916071,16.232143,15.875357,16.127857,14.042935,353519600
16.160713,16.325001,16.053572,16.061787,13.985405,384302800
16.0975,16.155714,15.802857,16.097143,14.016191,372352400
16.186428,16.229643,15.978214,16.046785,13.972343,292728800
15.916071,16.097143,15.846786,15.896786,13.841733,290589600
15.909643,15.964286,15.501786,15.659286,13.634937,416934000
15.589286,15.83,15.456071,15.778929,13.739115,404535600
15.883214,16.03857,15.6,15.674643,13.648308,450153200
15.562143,15.812857,15.475714,15.628571,13.608194,286112400
15.696429,15.758929,15.410714,15.435357,13.439956,265227200
15.446429,15.612143,15.3125,15.57,13.557196,285832400
15.55,15.581786,15.303571,15.358929,13.373409,271866000
15.408571,15.560714,15.37,15.428571,13.434049,259414400
15.412857,15.532143,15.364643,15.420357,13.426897,195025600
15.407143,15.416429,15.107143,15.107143,13.154172,310940000
14.975,15.213571,14.8275,14.887143,12.962612,357310800
14.946071,15,14.575,14.767857,12.858744,481118400
14.55,14.595,14.216071,14.376429,12.51792,480746000
14.489286,14.563929,14.243929,14.379643,12.52072,314162800
14.425,14.456786,14.130714,14.216786,12.37892,367724000
14.258929,14.335357,14.055,14.063571,12.245507,337246000
13.977143,14.295357,13.888214,14.161786,12.331028,578516400
14.381786,14.723929,14.329286,14.615,12.725653,391053600
14.641429,15.058214,14.623929,14.946071,13.013923,469865200
15.030714,15.106429,14.908929,15.028571,13.085759,240928800
15.013929,15.1175,14.833929,14.907857,12.98065,274024800
15.003929,15.035714,14.666071,14.823214,12.90695,298138400
14.771429,15.125,14.656429,15.083929,13.133959,352584400
14.985714,15.171429,14.9375,15.026071,13.083582,281405600
15.105357,15.294643,15.041786,15.260357,13.287579,326292400
15.273214,15.349643,15.121786,15.2325,13.263324,279563200
15.178929,15.409286,15.171429,15.265714,13.292245,241917200
15.232857,15.3825,15.148929,15.364286,13.378075,216538000
15.346429,15.436429,15.293571,15.368214,13.381492,198990400
15.477857,15.531071,15.378929,15.42,13.426585,218878800
15.467857,15.499286,15.155357,15.176786,13.214811,268721600
15.337857,15.348214,15.195357,15.225357,13.257108,207796400
15.214286,15.248571,14.953929,14.963929,13.029474,369395600
15.676071,15.878214,15.545,15.7325,13.698688,591936800
15.739286,15.764286,15.564643,15.660714,13.636184,229493600
15.546429,15.751429,15.512143,15.749643,13.713614,200152400
15.742857,16.071072,15.721429,15.9925,13.925076,248057600
16.07,16.326786,16.043928,16.190001,14.097045,309422400
16.249643,16.33357,16.051071,16.161785,14.072475,322957600
16.276787,16.314285,16.187857,16.309999,14.20153,206250800
16.3575,16.530357,16.309286,16.519285,14.383762,274783600
16.596071,16.809643,16.505358,16.766071,14.598641,318855600
16.715,16.853214,16.506071,16.616072,14.468038,334857600
16.564285,16.678572,16.491785,16.606428,14.45964,298858000
16.566429,16.575001,16.355356,16.464643,14.43084,255777200
16.379999,16.445,16.201786,16.230356,14.225494,266865200
16.316429,16.737499,16.308214,16.691429,14.629612,364434000
16.819286,17.66643,16.71607,17.484644,15.324842,881941200
17.781429,18.008928,17.621429,17.803572,15.604381,756372400
17.729286,17.942858,17.467142,17.782499,15.585911,490294000
17.862499,17.962143,17.816429,17.940357,15.724269,362306000
18.012142,18.347857,18,18.133572,15.893617,510518400
18.20393,18.234644,17.886429,17.895357,15.684821,358688400
17.985357,18.112499,17.9,17.941429,15.725205,335879600
18.035,18.056786,17.792856,17.962856,15.743989,244207600
17.973928,17.976786,17.833929,17.893572,15.683258,222731600
17.883928,18.22143,17.875,17.963215,15.744301,330965600
17.785713,17.946787,17.367857,17.449642,15.294172,424188800
17.357143,17.707144,17.357143,17.532143,15.366476,307608000
17.558929,17.732143,17.540358,17.560715,15.39152,239657600
17.571428,17.605356,17.375,17.400715,15.251287,272297200
17.610714,17.878571,17.405357,17.449286,15.293853,331928800
17.841429,17.937143,17.724285,17.810356,15.610323,345032800
17.866072,17.88143,17.629999,17.688213,15.503269,236367600
17.80143,17.834999,17.498215,17.793571,15.595613,359525600
18.035713,18.139999,17.981428,18.077499,15.844466,340687200
18.078571,18.123215,17.482143,17.665714,15.483548,743195600
16.678928,16.9175,16.600357,16.70393,14.64057,898696400
16.732143,16.978571,16.643213,16.881786,14.796452,404051200
16.762142,16.85107,16.59643,16.603571,14.552605,298835600
16.464287,16.486071,15.972143,16.075714,14.089955,543706800
15.998571,16.418215,15.982143,16.261429,14.252727,399380800
16.542143,16.655357,16.452143,16.595715,14.545721,456862000
16.810715,16.993929,16.758928,16.867857,14.784247,404541200
17.071428,17.09107,16.642857,16.693214,14.631179,699302800
17.717857,17.746786,17.235714,17.522858,15.35834,762106800
17.674286,17.695356,17.422144,17.467857,15.310129,364344400
17.47143,17.487143,17.19393,17.1975,15.073174,316957200
17.357143,17.44857,17.282143,17.365,15.219976,237221600
17.277857,17.309643,17.168571,17.241072,15.111362,228040400
17.044643,17.202143,16.943214,17.026787,14.923542,260156400
17.0875,17.469286,17.084999,17.427143,15.27444,353883600
17.343929,17.564285,17.276787,17.484285,15.324531,289184000
17.518213,17.583929,17.169287,17.264643,15.132022,322753200
17.280714,17.307142,17.092857,17.251072,15.120123,258868400
17.377144,17.594643,17.333929,17.419643,15.267875,312292400
17.497856,17.522858,17.162144,17.17643,15.054707,290917200
17.308571,17.42107,17.081429,17.378214,15.231562,301725200
17.547144,17.584999,17.394285,17.487143,15.327029,278602800
17.3925,17.637142,17.327143,17.600357,15.426268,267738800
17.493929,17.770714,17.476786,17.715714,15.527373,261898000
17.768213,17.928572,17.697144,17.809999,15.61001,320073600
17.885357,17.9475,17.829643,17.896786,15.686079,251101200
17.856428,18.027857,17.845715,18.017857,15.79219,253593200
18.071072,18.187857,18.061071,18.174643,15.929611,290542000
18.2775,18.725,18.268572,18.620001,16.319954,398106800
18.800358,18.873215,18.143929,18.566786,16.273314,534063600
